image_path,label,source
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/93273/93273_Bright Green_3_1621102237.jpeg,45,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/93273/c3_6_Vd5G_original_93273_1609896404123.jpg,45,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60032/60032_Nougat_4_1619345991.jpeg,6,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/87087/c4_7_B18_xqZf_original_1619087772104.jpg,36,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/93606/93606_Medium Stone Grey_2_1619116900.jpeg,46,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60607/60607_Bright Red_5_1621461031.jpeg,17,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/4865b/c2_6_c1NG_original-D11_1620640580830.jpg,1,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/87544/87544_Bright Red_0_1608968660.jpeg,37,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/61485/61484_Dark Green_3_1621460791.jpeg,24,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/60484/c4_5_ESnk_original-T16_1621410606848.jpg,12,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60581/60581_Bright Reddish Violet_2_1608772372.jpeg,13,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/85080/c1_5_B6_c5ie_original_1619086125398.jpg,32,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/6215/6215_Cool Yellow_5_1621171472.jpeg,25,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/85080/85080_Dark Orange_1_1619480402.jpeg,32,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60599/60599_Sand Yellow_4_1619189867.jpeg,16,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/54200/54200_White_2_1619087617.jpeg,4,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/88323/88323_Earth Blue_6_1588302923.jpeg,42,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/85080/85080_Bright Green_4_1619185703.jpeg,32,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/87620/c1_7_R7d9_original-Bs6_1620809708144.jpg,40,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/85080/c4_6_B6_fV6h_original_1619086070240.jpg,32,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60581/60581_Lavender_2_1608475265.jpeg,13,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/6231/c0_2_DDTq_original-D13_1620640815824.jpg,26,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/99206/99206_Olive Green_3_1619152213.jpeg,49,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60475b/60475a_Bright Yellowish-Green_3_1619102727.jpeg,7,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/93606/c0_4_P6_evWF_original_1618999988681.jpg,46,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60581/60581_Dark Brown_1_1619800361.jpeg,13,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/54200/c2_5_oFwB_original_54200_1609894840617.jpg,4,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/88323/c1_5_uWuk_original-C1_1621423043956.jpg,42,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/85080/85080_Flame Yellowish Orange_2_1619484110.jpeg,32,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/6636/6636_Medium Stone Grey_1_1608949049.jpeg,31,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/61409/c3_4_F12_FPQU_original_1619601242485.jpg,22,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60608/60608_Bright Red_2_1608780264.jpeg,18,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/48933/c1_2_B8_zjPV_original_1618997425409.jpg,2,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/85984/c4_5_P9_AzSZ_original_1619000377606.jpg,34,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60608/60608_Medium Azur_2_1608943058.jpeg,18,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/54200/63290_Medium Lilac_3_1619459517.jpeg,4,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60592/60592_Dark Red_0_1608840945.jpeg,14,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/61485/61484_Medium Lilac_0_1621107213.jpeg,24,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/85943/85943_Light Nougat_1_1619504220.jpeg,33,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/61485/c0_2_F1_jwRl_original_1619600040981.jpg,24,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/54200/c6_6_QwPE_original_54200_1609894899996.jpg,4,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/6091/c0_2_B8_ZrRa_original_1619086396403.jpg,20,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/60598/c2_3_ZDrM_original_60598_1609806345371.jpg,15,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/6091/6091_Medium Stone Grey_1_1608966550.jpeg,20,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/87552/87552_Bright Yellowish-Green_7_1587652391.jpeg,38,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/87079/c1_4_vTNr_original_87079_1609944241151.jpg,35,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/64288/64288_Black_0_1619394631.jpeg,30,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/87544/87544_Spring Yellowish Green_1_1608555649.jpeg,37,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/6141/6141_Sand Blue_3_1619403528.jpeg,23,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60592/60601_Earth Green_5_1619191327.jpeg,14,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/64225/64225_Bright Orange_3_1621079213.jpeg,29,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/60477/c0_1_Bs14_YYbY_original_1618907820507.jpg,8,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/99206/99206_Medium Azur_5_1621100603.jpeg,49,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/63869/63869_Sand Yellow_6_1589410507.jpeg,28,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/6231/6231_Sand Yellow_2_1621094374.jpeg,26,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/87580/c3_9_F16_7qQy_original_1619601633074.jpg,39,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/90195/90195_Medium-Yellowish green_4_1619187221.jpeg,43,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/64225/c1_3_B6_9Mgz_original_1618997145096.jpg,29,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/63869/c2_4_AL7N_original-T34_1621412626336.jpg,28,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60477/60477_Aqua_1_1619667337.jpeg,8,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/87544/c2_3_SOiA_original-D21_1620642076745.jpg,37,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60598/60598_Light Royal Blue_0_1608471305.jpeg,15,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/98100/98100_Dark Azur_2_1621167656.jpeg,47,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/6231/c0_2_0t6h_original-D13_1620640840408.jpg,26,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/87079/87079_Nougat_4_1619658730.jpeg,35,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/87087/c5_7_B18_zczX_original_1619087775045.jpg,36,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/87079/87079_Light Purple_1_1621171553.jpeg,35,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/6091/6091_Nougat_2_1608532077.jpeg,20,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/6091/c0_5_4ltA_original_6091_1609711588439.jpg,20,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/60607/c2_3_H9cs_original_60607_1609947388107.jpg,17,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/85080/85080_Lavender_4_1619577993.jpeg,32,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/87580/23893_Dark Stone Grey_8_1588559670.jpeg,39,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/57909b/c0_4_volZ_original-T46_1621421003337.jpg,5,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/54200/33847_Nougat_4_1619128892.jpeg,4,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/92013/c4_6_UjGu_original-T44_1621420647483.jpg,44,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/92013/c0_6_2t4W_original-T44_1621420645976.jpg,44,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60481/60481_Nougat_1_1619158313.jpeg,10,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/6141/c0_6_nFSs_original_6141_1609805784466.jpg,23,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/87544/c0_4_Fozo_original-D21_1620642015349.jpg,37,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/93273/c4_4_P10_Gis5_original_1619000572953.jpg,45,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/60607/c2_3_t6wC_original_60607_1609947378623.jpg,17,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/54200/c9_10_Pin8_B3b3_original_1618574715337.jpg,4,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/60599/c0_1_9gib_original_60599_1609948709035.jpg,16,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/87544/87544_Bright Red_4_1619335889.jpeg,37,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/85080/c2_4_oZXP_original_85080_1609944392938.jpg,32,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/63869/63869_Bright Orange_4_1619073170.jpeg,28,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/6091/c0_5_B8_DLRc_original_1619086378906.jpg,20,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/85080/c2_4_8eK3_original_85080_1609944378685.jpg,32,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60483/60483_Medium Blue_0_1619544255.jpeg,11,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/54200/54200_Bright Orange_0_1608942788.jpeg,4,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/98100/c1_2_B5_7nRF_original_1619085972435.jpg,47,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/48171/48171_Medium Lilac_4_1619492966.jpeg,0,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/92013/92013_Dark Red_5_1619497158.jpeg,44,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/54200/c6_6_cWdD_original_54200_1609895001367.jpg,4,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/6141/c3_6_KWkI_original_6141_1609805835430.jpg,23,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/57909b/57909_Sand Green_0_1619481959.jpeg,5,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/51739/51739_Dark Brown_7_1589138423.jpeg,3,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/85080/85080_Bright Yellow_2_1617510752.jpeg,32,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60032/60032_Dark Orange_5_1621458875.jpeg,6,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/85943/c2_3_Oj4y_original-T20_1621411050179.jpg,33,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/6215/6215_Earth Blue_4_1621177481.jpeg,25,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60479/60479_Medium Lavender_1_1621095743.jpeg,9,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60592/60592_Medium Blue_2_1608946900.jpeg,14,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/92013/92013_Dark Stone Grey_2_1619484200.jpeg,44,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/93606/93606_Earth Green_5_1587623063.jpeg,46,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/6091/6091_Light Stone Grey_5_1619189894.jpeg,20,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/60032/c0_3_Yqu3_original-D19_1620641718186.jpg,6,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/48933/64867_Spring Yellowish Green_4_1619535131.jpeg,2,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/85080/85080_White Glow_1_1619088235.jpeg,32,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/60484/c5_9_K4e0_original-T16_1621410676536.jpg,12,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/87087/c4_7_B18_zczX_original_1619087775045.jpg,36,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/54200/c1_5_Kplc_original_54200_1609894869826.jpg,4,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/54200/63290_Lavender_0_1619635658.jpeg,4,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/98100/c2_4_B5_nLSm_original_1619085988446.jpg,47,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60475b/60475a_Bright Green_5_1619120326.jpeg,7,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/87079/c0_4_c4mm_original_87079_1609944240076.jpg,35,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/63869/c2_4_Miah_original-T34_1621412678341.jpg,28,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/87087/87087_Bright Blue_0_1608817555.jpeg,36,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/87079/87079_Dark Green_3_1619363675.jpeg,35,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/51739/c2_3_P6_KHVx_original_1619088256426.jpg,3,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60608/60608_Bright Bluish Green_2_1619655275.jpeg,18,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/85080/85080_Dark Orange_5_1621099091.jpeg,32,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/60032/c2_4_9JX8_original-D19_1620641722330.jpg,6,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/6141/6141_Bright Red_5_1619463559.jpeg,23,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/60479/c0_0_9dHO_original_60479_1609884602849.jpg,9,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/87087/87087_Bright Yellow_4_1621084651.jpeg,36,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/6215/c0_2_Bs11_IzxB_original_1618907094061.jpg,25,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60032/60032_Medium Lilac_3_1619487548.jpeg,6,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/6141/15570_Bright Green_1_1587688037.jpeg,23,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/64225/64225_Sand Green_2_1621457148.jpeg,29,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60475b/60475a_Black_1_1621171376.jpeg,7,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/57909b/57909_Olive Green_1_1619508959.jpeg,5,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/93273/c2_3_P10_7iLL_original_1619000565749.jpg,45,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/60483/c1_5_2bCp_original-T5_1621409572324.jpg,11,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/6091/6091_Bright Reddish Violet_2_1621104731.jpeg,20,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60592/60592_Earth Blue_0_1608688204.jpeg,14,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/87544/c0_2_VsYS_original-D21_1620641974858.jpg,37,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/48933/48933_Cool Yellow_1_1619664077.jpeg,2,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/6215/6215_Bright Green_0_1608870507.jpeg,25,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/48171/c0_3_IjeM_original-T48_1621421333153.jpg,0,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/57909b/c1_3_rhXU_original-T46_1621420962424.jpg,5,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/85943/85943_Medium Lilac_2_1619530447.jpeg,33,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/87079/87079_Olive Green_0_1619084536.jpeg,35,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/54200/35338_Earth Blue_1_1619458364.jpeg,4,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/51739/c0_3_P6_V00x_original_1619088205846.jpg,3,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/92013/92013_Medium Azur_1_1619619931.jpeg,44,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/6091/6091_Bright Red_4_1619577391.jpeg,20,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/90195/c1_2_eZXF_original_90195_1609944711723.jpg,43,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/87580/87580_Light Royal Blue_1_1608860964.jpeg,39,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/85984/85984_Bright Yellow_2_1608561537.jpeg,34,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/60607/c0_3_FueV_original_60607_1609947388995.jpg,17,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/85080/85080_Sand Blue_2_1619583505.jpeg,32,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/85080/85080_Dark Azur_2_1619130022.jpeg,32,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/6141/c1_4_GAZw_original_6141_1609805819151.jpg,23,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/93273/93273_Sand Yellow_3_1619483096.jpeg,45,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/90195/90195_White_4_1619460419.jpeg,43,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/85080/85080_Sand Green_4_1619491507.jpeg,32,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60479/60479_Light Royal Blue_1_1619457795.jpeg,9,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/85080/85080_Light Nougat_4_1619084517.jpeg,32,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/6231/6231_Flame Yellowish Orange_1_1619088027.jpeg,26,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/6091/6091_Light Purple_2_1587759735.jpeg,20,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/87079/87079_Nougat_8_1589565994.jpeg,35,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/6232/c0_1_7ia7_original_6232_1609807550857.jpg,27,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60481/60481_Medium Nougat_1_1618558939.jpeg,10,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/64288/c2_3_uFDq_original_64288_1609947996624.jpg,30,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/98262/98262_Bright Orange_1_1617487522.jpeg,48,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/88323/c0_4_sh5I_original-C1_1621423035328.jpg,42,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/87079/87079_Nougat_2_1619658729.jpeg,35,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/87552/87552_White Glow_1_1621087625.jpeg,38,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/93606/93606_Earth Blue_5_1619540451.jpeg,46,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/98100/c0_3_B5_wYcR_original_1619085936498.jpg,47,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60592/60592_Light Purple_5_1589547300.jpeg,14,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60592/60601_Dark Orange_2_1608811492.jpeg,14,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/90195/90195_Light Nougat_5_1619357920.jpeg,43,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/64225/64225_Medium Blue_3_1619393387.jpeg,29,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/98100/c2_5_B5_asMX_original_1619085939429.jpg,47,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/85080/c5_6_B6_7mc1_original_1619086117487.jpg,32,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/85984/85984_Olive Green_0_1608604394.jpeg,34,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/87620/c3_6_MCsd_original-Bs6_1620809686343.jpg,40,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/61485/c2_2_F1_LXou_original_1619599990209.jpg,24,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/6091/6091_Dark Stone Grey_0_1608621850.jpeg,20,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/88292/88292_White Glow_3_1619112238.jpeg,41,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/6215/6215_Dark Red_1_1608411487.jpeg,25,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/57909b/57909_Lavender_5_1619635137.jpeg,5,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/57909b/57909_Bright Blue_4_1619093718.jpeg,5,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/85080/c4_6_B6_nWdp_original_1619086142787.jpg,32,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/6141/15570_Dark Green_0_1619491907.jpeg,23,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60483/74695_Medium-Yellowish green_2_1619624982.jpeg,11,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/93273/93273_Bright Purple_5_1619155428.jpeg,45,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/60484/c3_5_anSL_original-T16_1621410654811.jpg,12,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/87079/c2_6_P20_alji_original_1619002156337.jpg,35,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/61409/c3_5_F12_Z7ik_original_1619601261554.jpg,22,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/6091/6091_Sand Yellow_0_1608776342.jpeg,20,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60607/60607_Bright Purple_4_1621455857.jpeg,17,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/photos/6215/c2_3_d978_original_6215_1609948489759.jpg,25,photos
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/85080/85080_Sand Blue_2_1621093175.jpeg,32,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/60598/60598_Dark Azur_2_1619186952.jpeg,15,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/93273/93273_Bright Orange_0_1608520566.jpeg,45,renders
/Users/jules/code/ChristopheVercarre/legofitter/data/lego-dataset-classification/renders/87087/87087_Cool Yellow_3_1619166618.jpeg,36,renders
